# Time, Sensor_reading, x, y, z
30.46, 0.0383273893152, -6.64073778005e-07, 4.4123345895e-14, -0.138487340653
30.46, 0.0383273893152, -6.64073778005e-07, 4.4123345895e-14, -0.138487340653
31.46, 0.0383273893151, -6.64086986659e-07, 4.76272022214e-14, -0.138487340653
32.46, 0.038327389315, -6.64095598413e-07, 4.64722360378e-14, -0.138487340653
33.46, 0.0383273893149, -6.64097688734e-07, 4.55545744293e-14, -0.138487340653
34.46, 0.038327389315, -6.64096277289e-07, 3.61338415382e-14, -0.138487340653
35.46, 0.038327389315, -6.64094420935e-07, 3.02769596218e-14, -0.138487340653
36.46, 0.038327389315, -6.64093458726e-07, 2.07225990743e-14, -0.138487340653
37.46, 0.038327389315, -6.64093359943e-07, 1.61559647773e-14, -0.138487340653
38.46, 0.039230818871, 0.0890487853861, -1.48554131974e-05, -0.13816981681
39.46, 0.0461011794438, 0.684631820852, -0.000199396051186, -0.136910134604
40.46, 0.0622256008134, 1.71244749444, -0.000306987658425, -0.135918586833
41.46, 0.0887604087623, 2.87977996175, -0.000228572349376, -0.135519628628
42.46, 0.118334172159, 4.00191699368, -8.40147173044e-05, -0.135336664929
43.46, 0.131758970382, 5.04053820519, 1.5799712727e-05, -0.135395583759
44.46, 0.125556181893, 5.72236079669, 9.57499097766e-05, -0.139041837788
45.46, 0.130602432531, 5.32058645149, 0.000669300836224, -0.137578795009
46.46, 0.127430444456, 4.47891766306, 0.000750990824247, -0.137926332708
47.46, 0.116185812645, 3.91664170201, 0.000327138211345, -0.13852970898
48.46, 0.112327911617, 3.76226391825, 3.88530960678e-05, -0.13857068735
49.46, 0.114349724284, 3.84247991223, -6.48957391193e-05, -0.138538605004
50.46, 0.117224432665, 3.96098111544, -9.36419470784e-05, -0.13855256626
51.46, 0.118725931976, 4.02567164742, -8.81378548394e-05, -0.138560809961
52.46, 0.118954533571, 4.03572263081, -8.4034689739e-05, -0.138561258695
53.46, 0.118600834104, 4.02018226538, -8.29503177278e-05, -0.1385610307
54.46, 0.118237999177, 4.00438903098, -8.33302418662e-05, -0.138561392002
55.46, 0.118076668209, 3.99741203606, -8.37067921938e-05, -0.138561548324
56.46, 0.11807699734, 3.99742705424, -8.40995807412e-05, -0.138561559476
57.46, 0.118135887194, 3.99997007799, -8.35963419859e-05, -0.138561545635
58.46, 0.118181839814, 4.0019573314, -8.34041251075e-05, -0.138561534798
59.46, 0.118197742016, 4.00264610811, -8.36184500843e-05, -0.138561529776
60.46, 0.118193935219, 4.00248168999, -8.38115837913e-05, -0.138561530425
61.46, 0.118185204731, 4.00210406368, -8.39513087099e-05, -0.138561533211
62.46, 0.118179707893, 4.00186634535, -8.40390505324e-05, -0.138561535098
63.46, 0.118178378205, 4.00180881739, -8.40459726341e-05, -0.138561535671
64.46, 0.118179309882, 4.00184911496, -8.40357186989e-05, -0.138561535416
65.46, 0.118180517466, 4.00190136637, -8.4031810303e-05, -0.138561535035
66.46, 0.118181138673, 4.00192822503, -8.40192774391e-05, -0.138561534834
67.46, 0.118181210309, 4.00193131424, -8.4013849544e-05, -0.138561534791
68.46, 0.118181041415, 4.00192400595, -8.40143251135e-05, -0.138561534838
69.46, 0.11818088329, 4.00191716404, -8.40149543098e-05, -0.138561534889
70.46, 0.118180817602, 4.00191432091, -8.40147625749e-05, -0.138561534913
71.46, 0.118180821893, 4.00191450624, -8.40145809473e-05, -0.138561534913
72.46, 0.118180848852, 4.0019156729, -8.40145672345e-05, -0.138561534905
73.46, 0.118180868782, 4.00191653532, -8.40145218524e-05, -0.138561534898
74.46, 0.118180874743, 4.00191679325, -8.40145035128e-05, -0.138561534896
75.46, 0.118180872335, 4.00191668915, -8.40145452314e-05, -0.138561534897
76.46, 0.118180868316, 4.00191651528, -8.40145850383e-05, -0.138561534898
77.46, 0.118180866001, 4.00191641517, -8.40146100456e-05, -0.138561534899
78.46, 0.118180865608, 4.00191639815, -8.40146083254e-05, -0.138561534899
79.46, 0.118180866122, 4.00191642042, -8.40146180108e-05, -0.138561534899
80.46, 0.118180866667, 4.00191644406, -8.4014643626e-05, -0.138561534899
81.46, 0.118180866913, 4.00191645475, -8.40146747381e-05, -0.138561534898
82.46, 0.118180866913, 4.00191645477, -8.40146830267e-05, -0.138561534898
83.46, 0.118180866826, 4.00191645098, -8.40146705815e-05, -0.138561534898
84.46, 0.118180866756, 4.00191644798, -8.40146782585e-05, -0.138561534898
85.46, 0.118180866732, 4.00191644695, -8.40146895514e-05, -0.138561534898
86.46, 0.118180866738, 4.00191644721, -8.40146994766e-05, -0.138561534898
87.46, 0.118180866749, 4.00191644773, -8.40147058963e-05, -0.138561534898
88.46, 0.118180866758, 4.00191644815, -8.40147185336e-05, -0.138561534898
89.46, 0.118180866764, 4.00191644839, -8.40147152464e-05, -0.138561534898
90.46, 0.118180866763, 4.00191644834, -8.40147119779e-05, -0.138561534898
91.46, 0.11818086676, 4.00191644819, -8.40147135304e-05, -0.138561534898
92.46, 0.118180866757, 4.00191644809, -8.40147163098e-05, -0.138561534898
93.46, 0.118180866756, 4.00191644806, -8.40147222244e-05, -0.138561534898
94.46, 0.118180866756, 4.00191644807, -8.40147236548e-05, -0.138561534898
95.46, 0.118180866757, 4.00191644809, -8.40147232078e-05, -0.138561534898
96.46, 0.118180866757, 4.00191644809, -8.40147245088e-05, -0.138561534898
97.46, 0.118180866757, 4.0019164481, -8.40147253653e-05, -0.138561534898
98.46, 0.118180866757, 4.00191644809, -8.4014725562e-05, -0.138561534898
99.46, 0.118180866757, 4.00191644809, -8.40147254745e-05, -0.138561534898
100.46, 0.118180866757, 4.00191644809, -8.40147272945e-05, -0.138561534898
# Time, Sensor_reading, x, y, z
22.61, 0.038333397718, -9.46508813538e-06, 6.03426254259e-14, -0.137002591538
22.61, 0.0383333977175, -9.46508813538e-06, 6.03426254259e-14, -0.137002591538
23.61, 0.0383333977098, -9.46586025548e-06, -1.08067444853e-13, -0.137002591547
24.61, 0.038333397706, -9.46624496637e-06, -1.21925417467e-14, -0.13700259155
25.61, 0.0383333977056, -9.46627465361e-06, -1.14548154515e-14, -0.13700259155
26.61, 0.0383333977068, -9.4661615987e-06, -7.26357825746e-14, -0.137002591549
27.61, 0.0383333977078, -9.4660618853e-06, -9.83072305216e-14, -0.137002591549
28.61, 0.0383333977082, -9.46602325809e-06, -1.33909879997e-13, -0.137002591549
29.61, 0.0383333977081, -9.46602814926e-06, -1.7774133096e-13, -0.137002591549
30.61, 0.0383333977079, -9.46604563022e-06, -7.16055914813e-14, -0.137002591549
31.61, 0.0383333977078, -9.46605765616e-06, 1.92266633105e-14, -0.137002591549
32.61, 0.0383333977078, -9.46606096033e-06, 5.06598545882e-14, -0.137002591549
33.61, 0.0383333977078, -9.46605933202e-06, -5.08361887788e-16, -0.137002591549
34.61, 0.0383333977078, -9.46605688317e-06, -3.52403755991e-14, -0.137002591549
35.61, 0.0383333977078, -9.46605549669e-06, -2.8334132214e-14, -0.137002591549
36.61, 0.0383333977078, -9.4660552586e-06, -1.27347059343e-14, -0.137002591549
37.61, 0.0383333977078, -9.4660556033e-06, -4.04407304979e-14, -0.137002591549
38.61, 0.0383333977078, -9.46605597491e-06, -7.29172786821e-14, -0.137002591549
39.61, 0.0383333977078, -9.46605611338e-06, -7.26294166649e-14, -0.137002591549
40.61, 0.0383333977078, -9.46605608418e-06, -5.86944358152e-14, -0.137002591549
41.61, 0.0383333977078, -9.46605601347e-06, -5.03487690927e-14, -0.137002591549
42.61, 0.0383333977078, -9.4660559627e-06, -4.42782294042e-14, -0.137002591549
43.61, 0.0383333977078, -9.46605594411e-06, -3.06291398903e-14, -0.137002591549
44.61, 0.0383333977078, -9.46605595069e-06, -1.75935318502e-14, -0.137002591549
45.61, 0.0383333977078, -9.46605595879e-06, -2.22909718781e-14, -0.137002591549
46.61, 0.0391346632732, 0.0948760366802, 1.54085925896e-05, -0.138576918559
47.61, 0.0463166940468, 0.701287307965, -0.000121834237641, -0.13688755293
48.61, 0.0626504814706, 1.73485109165, -0.000278891975924, -0.135823336597
49.61, 0.0878399393017, 2.90267507764, -0.000227367144435, -0.135475194005
50.61, 0.118817127191, 4.02284242278, -8.68827901649e-05, -0.135313694345
51.61, 0.131774077744, 5.05781572474, 2.18075468364e-06, -0.135055995941
52.61, 0.119583600711, 6.04264926519, 4.14010316713e-05, -0.134690533175
53.61, 0.095622181955, 7.01575571802, -3.67965643801e-05, -0.13459308498
54.61, 0.0827558918715, 7.48411558766, -0.0760931601181, -0.134528285034
55.61, 0.088047281193, 7.0927233724, -0.184262834458, -0.134307625427
56.61, 0.101833882832, 6.36631251481, -0.244206075602, -0.134450498096
57.61, 0.109325232449, 5.707180203, -0.341329928914, -0.134710552974
58.61, 0.107295471804, 5.34000970365, -0.45906701749, -0.134598044201
59.61, 0.101783514582, 5.25497036379, -0.585344093129, -0.134820407422
60.61, 0.0970956820755, 5.28139277353, -0.694854080119, -0.134647712849
61.61, 0.0946669898428, 5.30963236782, -0.752978182713, -0.134583711877
62.61, 0.0942941609177, 5.31899532375, -0.761607673227, -0.1345850659
63.61, 0.0949340303097, 5.32199778993, -0.744764661499, -0.135093979494
64.61, 0.0952945215631, 5.32068753398, -0.733452148184, -0.138268369095
65.61, 0.095034531953, 5.31562403379, -0.739989634181, -0.13888118917
66.61, 0.0946700503616, 5.3121959177, -0.749708483802, -0.13859447124
67.61, 0.0944692540996, 5.3106081584, -0.755001557623, -0.138504744906
68.61, 0.0944427930503, 5.30997816654, -0.755709243648, -0.138529387272
69.61, 0.0944919407988, 5.30971395284, -0.75439828484, -0.13854147322
70.61, 0.0945458774679, 5.30959644295, -0.753119504001, -0.138539810923
71.61, 0.0945673346945, 5.30956458778, -0.75257947528, -0.138538361083
72.61, 0.0945664525867, 5.30958182223, -0.752609173634, -0.138538453472
73.61, 0.09455793501, 5.30961207732, -0.752824062308, -0.138538642382
74.61, 0.0945513876798, 5.30963258011, -0.752982834422, -0.138538660304
75.61, 0.0945492187263, 5.30963857005, -0.753032039266, -0.138538649787
76.61, 0.0945499360721, 5.3096356166, -0.753014107598, -0.138538653552
77.61, 0.0945512025704, 5.30963098788, -0.752982398785, -0.138538659953
78.61, 0.0945519205373, 5.30962832117, -0.752963910952, -0.138538663536
79.61, 0.0945520675261, 5.30962805399, -0.752960723102, -0.138538665493
80.61, 0.0945519051453, 5.30962879257, -0.752964774345, -0.13853866689
81.61, 0.0945517323049, 5.30962968912, -0.752969077394, -0.138538667906
82.61, 0.0945516512712, 5.3096301121, -0.752971094394, -0.138538668646
83.61, 0.0945516427814, 5.30963006343, -0.752971313405, -0.138538669155
# Time, Sensor_reading, x, y, z
91.36, 0.0945516813779, 5.30963063466, -0.752970282378, -0.138538670286
91.36, 0.0945516814831, 5.30963063466, -0.752970282378, -0.138538670286
92.36, 0.0945516826898, 5.30963058377, -0.752970256159, -0.138538670308
93.36, 0.0945516832895, 5.30963057673, -0.752970241552, -0.138538670324
94.36, 0.0945516836887, 5.30963058939, -0.752970231052, -0.138538670334
95.36, 0.0945516835639, 5.30963059691, -0.752970232846, -0.138538670341
96.36, 0.0945516833051, 5.30963061789, -0.752970238549, -0.13853867035
97.36, 0.0945516825308, 5.30963064632, -0.75297025477, -0.138538670351
98.36, 0.0945516815189, 5.3096306575, -0.752970279454, -0.138538670352
99.36, 0.0945516815123, 5.30963065577, -0.752970279345, -0.138538670351
100.36, 0.0945516815844, 5.30963066257, -0.752970277356, -0.138538670354
101.36, 0.0945516814029, 5.30963066513, -0.752970281738, -0.138538670353
102.36, 0.0945516810357, 5.30963068522, -0.752970289313, -0.138538670353
103.36, 0.0945516808468, 5.30963069639, -0.75297029314, -0.138538670353
104.36, 0.0945516807374, 5.30963070115, -0.752970295502, -0.138538670355
105.36, 0.0945516808577, 5.30963069917, -0.752970292624, -0.138538670352
106.36, 0.0947885578292, 5.27929568482, -0.749861098375, -0.1379671011
107.36, 0.0978062820313, 4.86032158222, -0.671405036102, -0.139506734523
108.36, 0.0996870395846, 4.2255239517, -0.512418541861, -0.13918541043
109.36, 0.0942761590234, 3.55110257543, -0.348635070771, -0.138419065811
110.36, 0.0830499109438, 2.86120577392, -0.235017805155, -0.137928937742
111.36, 0.0681940981757, 2.14684885493, -0.174811523492, -0.137672885776
112.41, 0.0558725675486, 1.38455576596, -0.105973457223, -0.135849002988
113.36, 0.0465020973579, 0.754217546226, -0.0740956923666, -0.13487961147
114.36, 0.0407026006009, 0.279205674361, -0.106159631152, -0.13422242626
115.36, 0.0380607216538, 0.0287775616742, -0.119887379017, -0.134668597537
116.36, 0.0394520387739, 0.155585924621, -0.0934013493217, -0.137878274239
117.36, 0.0466464470134, 0.713498371375, 0.0261622063777, -0.138104500658
118.36, 0.0580573041228, 1.38860828732, 0.233784342384, -0.138373224811
119.36, 0.0763967009646, 2.09414719599, 0.421497169026, -0.138576068596
120.36, 0.099216972064, 2.80947902142, 0.553696787416, -0.138724669382
121.36, 0.130376103116, 3.51615038338, 0.630680285993, -0.138782289499
122.36, 0.158276506529, 4.20636683949, 0.648337303911, -0.138553552254
123.36, 0.170321403988, 4.63771114177, 0.655367321286, -0.138655688184
124.36, 0.160833817833, 4.28160306193, 0.650020831224, -0.138667756637
125.36, 0.145646487418, 3.87939717597, 0.625688470051, -0.138655923399
126.36, 0.135141943058, 3.65505056872, 0.607968956635, -0.138663495063
127.36, 0.131243182311, 3.55959257478, 0.607657485063, -0.138663722739
128.36, 0.130294211733, 3.52661525648, 0.617594736399, -0.138665234055
129.36, 0.130318987665, 3.51769396445, 0.627457971875, -0.138666508635
130.36, 0.130461289395, 3.51611730363, 0.63269684385, -0.138666791247
131.36, 0.130495428277, 3.5160932998, 0.633584130304, -0.138666695688
132.36, 0.130454099865, 3.51613791807, 0.632493485365, -0.138666659771
133.36, 0.130407130946, 3.51611931215, 0.631326721487, -0.138666659069
134.36, 0.130386281879, 3.51611795609, 0.630790880379, -0.138666651192
135.36, 0.130386859871, 3.51615355517, 0.630778970211, -0.138666647434
136.36, 0.130395801757, 3.5161988135, 0.630957459359, -0.138666647148
137.36, 0.130402504406, 3.5162291241, 0.631100985541, -0.138666647948
138.36, 0.130405096799, 3.51623955738, 0.631150315212, -0.138666647954
139.36, 0.130404569589, 3.51623791137, 0.631137988088, -0.138666647666
140.36, 0.130403354142, 3.51623337397, 0.631110596122, -0.138666647264
141.36, 0.130402508546, 3.51623080504, 0.631093371705, -0.138666647015
142.36, 0.130402353656, 3.51623077337, 0.631089493249, -0.138666646868
143.36, 0.130402519796, 3.51623190632, 0.631092503882, -0.138666646794
144.36, 0.130402717193, 3.51623311536, 0.631096224359, -0.138666646777
145.36, 0.130402819337, 3.5162338876, 0.631098069065, -0.138666646767
146.36, 0.13040284333, 3.51623427043, 0.631098198914, -0.13866664674
147.36, 0.130402831175, 3.51623451194, 0.631097620268, -0.138666646723
148.36, 0.130402815888, 3.51623469392, 0.631097065878, -0.138666646697
149.36, 0.130402814549, 3.51623490406, 0.631096812307, -0.138666646692
150.36, 0.130402823186, 3.51623512414, 0.631096800292, -0.138666646691
151.36, 0.130402834309, 3.51623532747, 0.631096868546, -0.138666646687
152.36, 0.130402843234, 3.5162354989, 0.631096914646, -0.13866664669
153.36, 0.130402849803, 3.51623566675, 0.631096905007, -0.138666646683
154.36, 0.130402853442, 3.51623579256, 0.63109686974, -0.138666646689
155.36, 0.130402856785, 3.51623590214, 0.63109683518, -0.138666646683
156.36, 0.130402859468, 3.51623598864, 0.631096816338, -0.138666646691
157.36, 0.130402862156, 3.51623606302, 0.631096805518, -0.138666646679
158.36, 0.130402864313, 3.51623612047, 0.631096799575, -0.138666646681
159.36, 0.130402866444, 3.51623617534, 0.631096793425, -0.138666646685
160.36, 0.130402868285, 3.51623622946, 0.631096783326, -0.138666646685
161.36, 0.130402869911, 3.51623627966, 0.63109677187, -0.138666646684
162.36, 0.13040287154, 3.51623632287, 0.631096767844, -0.138666646683
